gene_id	gene_name	gene_type	Chr	Strand
ENSG00000171612.7	SLC25A33	protein_coding	chr1	+
ENSG00000231181.1	ENSG00000231181	processed_pseudogene	chr1	+
ENSG00000188807.13	TMEM201	protein_coding	chr1	+
ENSG00000307011.1	ENSG00000307011	lncRNA	chr1	-
ENSG00000171608.18	PIK3CD	protein_coding	chr1	+
ENSG00000179840.5	PIK3CD-AS1	lncRNA	chr1	-
ENSG00000233268.3	ENSG00000233268	processed_pseudogene	chr1	-
ENSG00000301080.1	ENSG00000301080	lncRNA	chr1	+
ENSG00000231789.5	PIK3CD-AS2	lncRNA	chr1	-
ENSG00000171603.18	CLSTN1	protein_coding	chr1	-
ENSG00000271264.1	MZT1P1	processed_pseudogene	chr1	+
ENSG00000280113.2	ENSG00000280113	TEC	chr1	-
ENSG00000178585.15	CTNNBIP1	protein_coding	chr1	-
ENSG00000223989.1	ENSG00000223989	lncRNA	chr1	+
ENSG00000285701.2	ENSG00000285701	lncRNA	chr1	+
ENSG00000228150.2	ENSG00000228150	lncRNA	chr1	+
ENSG00000162441.12	LZIC	protein_coding	chr1	-
ENSG00000173614.14	NMNAT1	protein_coding	chr1	+
ENSG00000202415.1	RN7SKP269	misc_RNA	chr1	+
ENSG00000283611.2	TMEM274P	unitary_pseudogene	chr1	-
ENSG00000265521.1	MIR5697	miRNA	chr1	+
ENSG00000241326.1	ENSG00000241326	lncRNA	chr1	+
ENSG00000162444.12	RBP7	protein_coding	chr1	+
ENSG00000130939.20	UBE4B	protein_coding	chr1	+
ENSG00000224340.1	RPL21P21	processed_pseudogene	chr1	-
ENSG00000233623.2	PGAM1P11	processed_pseudogene	chr1	+
ENSG00000201746.1	RNU6-828P	snRNA	chr1	+
ENSG00000054523.20	KIF1B	protein_coding	chr1	+
ENSG00000264881.1	ENSG00000264881	miRNA	chr1	+
ENSG00000199562.1	RNU6-37P	snRNA	chr1	+
ENSG00000264501.2	RN7SL731P	misc_RNA	chr1	+
ENSG00000284735.1	ENSG00000284735	lncRNA	chr1	-
ENSG00000284642.1	ENSG00000284642	lncRNA	chr1	+
ENSG00000142657.21	PGD	protein_coding	chr1	+
ENSG00000271989.1	ENSG00000271989	lncRNA	chr1	-
ENSG00000251503.8	CENPS-CORT	protein_coding	chr1	+
ENSG00000175279.22	CENPS	protein_coding	chr1	+
ENSG00000241563.4	CORT	protein_coding	chr1	+
ENSG00000160049.12	DFFA	protein_coding	chr1	-
ENSG00000203469.2	ENSG00000203469	lncRNA	chr1	+
ENSG00000142655.13	PEX14	protein_coding	chr1	+
ENSG00000307253.1	ENSG00000307253	lncRNA	chr1	-
ENSG00000287727.1	ENSG00000287727	lncRNA	chr1	-
ENSG00000243267.3	RN7SL614P	misc_RNA	chr1	+
ENSG00000130940.15	CASZ1	protein_coding	chr1	-
ENSG00000272078.1	ENSG00000272078	lncRNA	chr1	+
ENSG00000298629.1	ENSG00000298629	lncRNA	chr1	+
ENSG00000308013.1	ENSG00000308013	lncRNA	chr1	-
ENSG00000307983.1	ENSG00000307983	lncRNA	chr1	+
ENSG00000307999.1	ENSG00000307999	lncRNA	chr1	-
ENSG00000225158.2	HSPE1P24	processed_pseudogene	chr1	+
ENSG00000308257.1	ENSG00000308257	lncRNA	chr1	+
ENSG00000175262.15	C1orf127	protein_coding	chr1	-
ENSG00000215785.2	CFL1P6	processed_pseudogene	chr1	-
ENSG00000120948.19	TARDBP	protein_coding	chr1	+
ENSG00000009724.18	MASP2	protein_coding	chr1	-
ENSG00000116649.10	SRM	protein_coding	chr1	-
ENSG00000230337.5	EXOSC10-AS1	lncRNA	chr1	+
ENSG00000171824.14	EXOSC10	protein_coding	chr1	-
ENSG00000198793.14	MTOR	protein_coding	chr1	-
ENSG00000225602.5	MTOR-AS1	lncRNA	chr1	+
ENSG00000253086.1	RNU6-537P	snRNA	chr1	+
ENSG00000171819.5	ANGPTL7	protein_coding	chr1	+
ENSG00000207451.1	RNU6-291P	snRNA	chr1	+
ENSG00000238173.1	RPL39P6	processed_pseudogene	chr1	+
ENSG00000309051.1	ENSG00000309051	lncRNA	chr1	+
ENSG00000120942.14	UBIAD1	protein_coding	chr1	+
ENSG00000238199.1	UBE2V2P3	processed_pseudogene	chr1	-
ENSG00000284646.2	ENSG00000284646	lncRNA	chr1	-
ENSG00000302153.1	ENSG00000302153	lncRNA	chr1	+
ENSG00000302176.1	ENSG00000302176	lncRNA	chr1	+
ENSG00000224338.2	MTCYBP45	processed_pseudogene	chr1	-
ENSG00000299102.1	ENSG00000299102	lncRNA	chr1	-
ENSG00000204624.8	DISP3	protein_coding	chr1	+
ENSG00000285833.1	ENSG00000285833	lncRNA	chr1	-
ENSG00000303300.1	ENSG00000303300	lncRNA	chr1	-
ENSG00000235643.2	LINC01647	lncRNA	chr1	+
ENSG00000284708.1	ENSG00000284708	lncRNA	chr1	+
ENSG00000116661.11	FBXO2	protein_coding	chr1	-
ENSG00000132879.14	FBXO44	protein_coding	chr1	+
ENSG00000116670.17	MAD2L2	protein_coding	chr1	-
ENSG00000116663.11	FBXO6	protein_coding	chr1	+
ENSG00000162490.7	DRAXIN	protein_coding	chr1	+
ENSG00000301523.1	ENSG00000301523	lncRNA	chr1	-
ENSG00000305789.1	ENSG00000305789	lncRNA	chr1	-
ENSG00000177674.16	AGTRAP	protein_coding	chr1	+
ENSG00000215910.8	C1orf167	protein_coding	chr1	+
ENSG00000177553.6	C1orf167-AS1	lncRNA	chr1	-
ENSG00000177000.13	MTHFR	protein_coding	chr1	-
ENSG00000011021.23	CLCN6	protein_coding	chr1	+
ENSG00000276470.1	ENSG00000276470	misc_RNA	chr1	+
ENSG00000278852.1	ENSG00000278852	misc_RNA	chr1	+
ENSG00000175206.11	NPPA	protein_coding	chr1	-
ENSG00000275915.1	ENSG00000275915	misc_RNA	chr1	+
ENSG00000120937.9	NPPB	protein_coding	chr1	-
ENSG00000224904.1	SBF1P2	processed_pseudogene	chr1	+
ENSG00000285646.3	ENSG00000285646	lncRNA	chr1	+
ENSG00000199347.2	RNU5E-1	snRNA	chr1	+
ENSG00000201801.1	RNU5E-4P	snRNA	chr1	-
ENSG00000116685.17	KIAA2013	protein_coding	chr1	-
ENSG00000083444.17	PLOD1	protein_coding	chr1	+
ENSG00000287384.1	ENSG00000287384	lncRNA	chr1	-
ENSG00000116688.18	MFN2	protein_coding	chr1	+
ENSG00000270914.1	ENSG00000270914	processed_pseudogene	chr1	-
ENSG00000116691.11	MIIP	protein_coding	chr1	+
ENSG00000202461.1	Y_RNA	misc_RNA	chr1	-
ENSG00000276869.1	MIR6729	miRNA	chr1	+
ENSG00000243539.3	RN7SL649P	misc_RNA	chr1	-
ENSG00000120949.15	TNFRSF8	protein_coding	chr1	+
ENSG00000201135.1	RNU6-777P	snRNA	chr1	-
ENSG00000227875.2	RPL23AP89	processed_pseudogene	chr1	-
ENSG00000285604.1	ENSG00000285604	lncRNA	chr1	-
ENSG00000294285.1	ENSG00000294285	lncRNA	chr1	-
ENSG00000301863.1	ENSG00000301863	lncRNA	chr1	-
ENSG00000283789.1	MIR7846	miRNA	chr1	+
ENSG00000028137.19	TNFRSF1B	protein_coding	chr1	+
ENSG00000296888.1	ENSG00000296888	lncRNA	chr1	+
ENSG00000263676.1	MIR4632	miRNA	chr1	+
ENSG00000297053.1	ENSG00000297053	lncRNA	chr1	+
ENSG00000225196.2	RPL10P17	processed_pseudogene	chr1	-
ENSG00000252969.1	SNORA70	snoRNA	chr1	-
ENSG00000048707.15	VPS13D	protein_coding	chr1	+
ENSG00000295309.1	ENSG00000295309	lncRNA	chr1	-
ENSG00000239149.1	SNORA59A	snoRNA	chr1	+
ENSG00000229484.4	LINC02766	lncRNA	chr1	+
ENSG00000309694.1	ENSG00000309694	lncRNA	chr1	-
ENSG00000162496.10	DHRS3	protein_coding	chr1	-
ENSG00000221340.1	RNU6ATAC18P	snRNA	chr1	-
ENSG00000276830.1	MIR6730	miRNA	chr1	-
ENSG00000305650.1	ENSG00000305650	lncRNA	chr1	+
ENSG00000288927.3	ENSG00000288927	lncRNA	chr1	+
ENSG00000204518.3	AADACL4	protein_coding	chr1	+
ENSG00000226166.2	ENSG00000226166	processed_pseudogene	chr1	+
ENSG00000188984.12	AADACL3	protein_coding	chr1	+
ENSG00000157330.10	CFAP107	protein_coding	chr1	+
ENSG00000116726.5	PRAMEF12	protein_coding	chr1	+
ENSG00000116721.9	PRAMEF1	protein_coding	chr1	+
ENSG00000228338.2	LINC01784	lncRNA	chr1	-
ENSG00000239810.3	PRAMEF11	protein_coding	chr1	-
ENSG00000231103.2	PRAMEF30P	unprocessed_pseudogene	chr1	-
ENSG00000179172.10	HNRNPCL1	protein_coding	chr1	-
ENSG00000120952.4	PRAMEF2	protein_coding	chr1	+
ENSG00000243073.4	PRAMEF4	protein_coding	chr1	-
ENSG00000296105.1	ENSG00000296105	lncRNA	chr1	+
ENSG00000187545.5	PRAMEF10	protein_coding	chr1	-
ENSG00000204510.6	PRAMEF7	protein_coding	chr1	+
ENSG00000207434.1	RNU6-1072P	snRNA	chr1	+
ENSG00000234064.1	PRAMEF29P	unprocessed_pseudogene	chr1	+
ENSG00000232423.6	PRAMEF6	protein_coding	chr1	-
ENSG00000274178.2	PRAMEF28P	unprocessed_pseudogene	chr1	+
ENSG00000274764.6	PRAMEF27	protein_coding	chr1	-
ENSG00000277058.3	HNRNPCL3	protein_coding	chr1	+
ENSG00000229571.7	PRAMEF25	protein_coding	chr1	+
ENSG00000277862.1	PRAMEF34P	unprocessed_pseudogene	chr1	-
ENSG00000236179.1	PRAMEF35P	unprocessed_pseudogene	chr1	-
ENSG00000275774.3	HNRNPCL2	protein_coding	chr1	-
ENSG00000290772.2	PRAMEF36P	lncRNA	chr1	+
ENSG00000229978.2	PRAMEF36P	transcribed_unprocessed_pseudogene	chr1	+
ENSG00000297821.1	ENSG00000297821	lncRNA	chr1	-
ENSG00000233336.1	ENSG00000233336	lncRNA	chr1	-
ENSG00000280267.7	PRAMEF26	protein_coding	chr1	-
ENSG00000179412.11	HNRNPCL4	protein_coding	chr1	-
ENSG00000204505.5	PRAMEF9	protein_coding	chr1	+
ENSG00000279169.3	PRAMEF13	protein_coding	chr1	-
ENSG00000279804.3	PRAMEF18	protein_coding	chr1	-
ENSG00000295394.1	ENSG00000295394	lncRNA	chr1	+
ENSG00000250894.1	PRAMEF31P	transcribed_unprocessed_pseudogene	chr1	+
ENSG00000270601.5	PRAMEF5	protein_coding	chr1	+
ENSG00000231219.1	PRAMEF32P	unprocessed_pseudogene	chr1	-
ENSG00000207511.1	RNU6-771P	snRNA	chr1	-
ENSG00000182330.11	PRAMEF8	protein_coding	chr1	-
ENSG00000237700.2	PRAMEF33	protein_coding	chr1	+
ENSG00000204501.7	PRAMEF15	protein_coding	chr1	+
ENSG00000228229.2	ENSG00000228229	lncRNA	chr1	+
ENSG00000204481.8	PRAMEF14	protein_coding	chr1	-
ENSG00000204480.9	PRAMEF19	protein_coding	chr1	-
ENSG00000204479.4	PRAMEF17	protein_coding	chr1	+
ENSG00000204478.11	PRAMEF20	protein_coding	chr1	+
ENSG00000307992.1	ENSG00000307992	lncRNA	chr1	-
ENSG00000295011.1	ENSG00000295011	lncRNA	chr1	+
ENSG00000162494.6	LRRC38	protein_coding	chr1	-
ENSG00000301663.1	ENSG00000301663	lncRNA	chr1	+
ENSG00000259961.2	ENSG00000259961	lncRNA	chr1	+
ENSG00000215909.3	BRWD1P1	processed_pseudogene	chr1	+
ENSG00000162493.17	PDPN	protein_coding	chr1	+
ENSG00000222952.1	RNA5SP41	rRNA_pseudogene	chr1	-
ENSG00000237445.2	ENSG00000237445	lncRNA	chr1	-
ENSG00000295237.1	ENSG00000295237	lncRNA	chr1	+
ENSG00000253085.1	ENSG00000253085	scaRNA	chr1	-
ENSG00000116731.23	PRDM2	protein_coding	chr1	+
ENSG00000289380.1	ENSG00000289380	lncRNA	chr1	+
ENSG00000304226.1	ENSG00000304226	lncRNA	chr1	+
ENSG00000189337.17	KAZN	protein_coding	chr1	+
ENSG00000252151.1	RNU6-1265P	snRNA	chr1	-
ENSG00000231606.2	ENSG00000231606	lncRNA	chr1	-
ENSG00000234593.4	KAZN-AS1	lncRNA	chr1	-
ENSG00000302124.1	ENSG00000302124	lncRNA	chr1	-
ENSG00000235829.1	TBCAP2	processed_pseudogene	chr1	-
ENSG00000287756.1	ENSG00000287756	lncRNA	chr1	-
ENSG00000294214.1	ENSG00000294214	lncRNA	chr1	-
ENSG00000294586.1	ENSG00000294586	lncRNA	chr1	+
ENSG00000293964.1	ENSG00000293964	lncRNA	chr1	-
ENSG00000175147.13	TMEM51-AS1	lncRNA	chr1	-
ENSG00000310342.1	ENSG00000310342	lncRNA	chr1	+
ENSG00000171729.14	TMEM51	protein_coding	chr1	+
ENSG00000204464.8	TMEM51-AS2	lncRNA	chr1	-
ENSG00000215720.4	MFFP1	processed_pseudogene	chr1	-
ENSG00000278480.1	ZBTB2P1	processed_pseudogene	chr1	+
ENSG00000142621.21	FHAD1	protein_coding	chr1	+
ENSG00000228140.3	EFHD2-AS1	lncRNA	chr1	-
ENSG00000233485.2	FHAD1-AS1	lncRNA	chr1	-
ENSG00000236045.1	ENSG00000236045	lncRNA	chr1	-
ENSG00000142634.13	EFHD2	protein_coding	chr1	+
ENSG00000162438.12	CTRC	protein_coding	chr1	+
ENSG00000142615.8	CELA2A	protein_coding	chr1	+
ENSG00000215704.10	CELA2B	protein_coding	chr1	+
ENSG00000132906.18	CASP9	protein_coding	chr1	-
ENSG00000116138.13	DNAJC16	protein_coding	chr1	+
ENSG00000251866.1	SCARNA21B	scaRNA	chr1	+
ENSG00000272510.1	ENSG00000272510	lncRNA	chr1	-
ENSG00000116771.6	AGMAT	protein_coding	chr1	-
ENSG00000237301.2	ENSG00000237301	lncRNA	chr1	-
ENSG00000235084.3	CHCHD2P6	processed_pseudogene	chr1	+
ENSG00000252417.1	RNU7-179P	snRNA	chr1	-
ENSG00000294489.1	ENSG00000294489	lncRNA	chr1	-
ENSG00000236500.1	CD24P1	processed_pseudogene	chr1	-
ENSG00000197312.13	DDI2	protein_coding	chr1	+
ENSG00000215695.2	RSC1A1	protein_coding	chr1	+
ENSG00000116786.15	PLEKHM2	protein_coding	chr1	+
ENSG00000271742.1	ENSG00000271742	lncRNA	chr1	-
ENSG00000237938.5	ENSG00000237938	lncRNA	chr1	-
ENSG00000162461.8	SLC25A34	protein_coding	chr1	+
ENSG00000224459.3	SLC25A34-AS1	lncRNA	chr1	-
ENSG00000162460.7	TMEM82	protein_coding	chr1	+
ENSG00000297277.1	ENSG00000297277	lncRNA	chr1	-
ENSG00000162458.13	FBLIM1	protein_coding	chr1	+
ENSG00000179743.5	SPEN-AS1	lncRNA	chr1	-
ENSG00000224321.1	RPL12P14	processed_pseudogene	chr1	+
ENSG00000233954.7	UQCRHL	protein_coding	chr1	-
ENSG00000178715.8	ENSG00000178715	processed_pseudogene	chr1	+
ENSG00000065526.13	SPEN	protein_coding	chr1	+
ENSG00000270620.1	ENSG00000270620	unprocessed_pseudogene	chr1	-
ENSG00000116809.12	ZBTB17	protein_coding	chr1	-
ENSG00000234607.2	ENSG00000234607	processed_pseudogene	chr1	+
ENSG00000231353.1	ENSG00000231353	unprocessed_pseudogene	chr1	+
ENSG00000275503.1	ENSG00000275503	processed_pseudogene	chr1	-
ENSG00000224966.4	TBC1D3P6	unprocessed_pseudogene	chr1	+
ENSG00000183888.4	SRARP	protein_coding	chr1	+
ENSG00000233078.1	ENSG00000233078	lncRNA	chr1	-
ENSG00000173641.18	HSPB7	protein_coding	chr1	-
ENSG00000186510.12	CLCNKA	protein_coding	chr1	+
ENSG00000307216.1	ENSG00000307216	lncRNA	chr1	-
ENSG00000232456.1	FAM131C2P	transcribed_unprocessed_pseudogene	chr1	-
ENSG00000184908.20	CLCNKB	protein_coding	chr1	+
ENSG00000185519.9	FAM131C	protein_coding	chr1	-
ENSG00000142627.13	EPHA2	protein_coding	chr1	-
ENSG00000227959.3	EPHA2-AS1	lncRNA	chr1	+
ENSG00000297531.1	ENSG00000297531	lncRNA	chr1	-
ENSG00000142632.17	ARHGEF19	protein_coding	chr1	-
ENSG00000291077.2	ENSG00000291077	lncRNA	chr1	-
ENSG00000237276.10	ANO7L1	transcribed_unprocessed_pseudogene	chr1	-
ENSG00000288398.1	ENSG00000288398	lncRNA	chr1	-
ENSG00000132881.12	CPLANE2	protein_coding	chr1	-
ENSG00000293791.1	ENSG00000293791	lncRNA	chr1	-
ENSG00000233929.1	MT1XP1	transcribed_processed_pseudogene	chr1	-
ENSG00000037637.11	FBXO42	protein_coding	chr1	-
ENSG00000055070.17	SZRD1	protein_coding	chr1	+
ENSG00000226457.1	RPL22P3	processed_pseudogene	chr1	-
ENSG00000187144.11	SPATA21	protein_coding	chr1	-
ENSG00000157191.20	NECAP2	protein_coding	chr1	+
ENSG00000290842.2	CROCCP3	lncRNA	chr1	-
ENSG00000226029.1	LINC01772	lncRNA	chr1	+
ENSG00000080947.16	CROCCP3	transcribed_unprocessed_pseudogene	chr1	-
ENSG00000306228.1	ENSG00000306228	lncRNA	chr1	+
ENSG00000206652.1	RNU1-1	snRNA	chr1	-
ENSG00000224174.3	ENSG00000224174	lncRNA	chr1	+
ENSG00000233421.6	LINC01783	lncRNA	chr1	-
ENSG00000277344.1	RNU1-6P	snRNA	chr1	-
ENSG00000298308.1	ENSG00000298308	lncRNA	chr1	+
ENSG00000225710.1	PDE4DIPP8	unprocessed_pseudogene	chr1	-
ENSG00000219481.11	NBPF1	protein_coding	chr1	-
ENSG00000271732.2	ENSG00000271732	lncRNA	chr1	+
ENSG00000291072.2	ENSG00000291072	lncRNA	chr1	-
ENSG00000215908.12	CROCCP2	transcribed_unprocessed_pseudogene	chr1	-
ENSG00000283773.1	ENSG00000283773	transcribed_unprocessed_pseudogene	chr1	-
ENSG00000293920.1	ENSG00000293920	lncRNA	chr1	+
ENSG00000293901.1	ENSG00000293901	lncRNA	chr1	+
ENSG00000186301.8	MST1P2	transcribed_unprocessed_pseudogene	chr1	+
ENSG00000282143.2	ENSG00000282143	lncRNA	chr1	+
ENSG00000207513.1	RNU1-3	snRNA	chr1	-
ENSG00000280114.1	ENSG00000280114	transcribed_unprocessed_pseudogene	chr1	-
ENSG00000290849.2	ENSG00000290849	lncRNA	chr1	-
ENSG00000236698.1	EIF1AXP1	transcribed_processed_pseudogene	chr1	-
ENSG00000296694.1	ENSG00000296694	lncRNA	chr1	+
ENSG00000268869.9	ESPNP	transcribed_unprocessed_pseudogene	chr1	-
ENSG00000279151.2	ENSG00000279151	lncRNA	chr1	+
ENSG00000293526.1	ENSG00000293526	lncRNA	chr1	-
ENSG00000282740.2	ENSG00000282740	lncRNA	chr1	-
ENSG00000058453.17	CROCC	protein_coding	chr1	+
ENSG00000290850.2	ENSG00000290850	lncRNA	chr1	+
ENSG00000207389.1	RNU1-4	snRNA	chr1	+
ENSG00000227684.3	CROCCP4	transcribed_unprocessed_pseudogene	chr1	+
ENSG00000290851.2	ENSG00000290851	lncRNA	chr1	-
ENSG00000186715.12	MST1L	transcribed_unprocessed_pseudogene	chr1	-
ENSG00000223643.6	ENSG00000223643	lncRNA	chr1	-
ENSG00000230239.1	PDE4DIPP9	unprocessed_pseudogene	chr1	+
ENSG00000263811.1	MIR3675	miRNA	chr1	-
ENSG00000302843.1	ENSG00000302843	lncRNA	chr1	+
ENSG00000228549.5	LINC03126	lncRNA	chr1	+
ENSG00000277234.1	RNU1-5P	snRNA	chr1	+
ENSG00000238142.5	ENSG00000238142	lncRNA	chr1	-
ENSG00000235241.1	ENSG00000235241	processed_pseudogene	chr1	+
ENSG00000207005.1	RNU1-2	snRNA	chr1	+
ENSG00000272426.2	ENSG00000272426	lncRNA	chr1	-
ENSG00000290122.2	ENSG00000290122	lncRNA	chr1	+
ENSG00000117122.14	MFAP2	protein_coding	chr1	-
ENSG00000286898.2	ENSG00000286898	lncRNA	chr1	+
ENSG00000226526.1	ENSG00000226526	lncRNA	chr1	+
ENSG00000159363.19	ATP13A2	protein_coding	chr1	-
ENSG00000288636.1	ENSG00000288636	protein_coding	chr1	-
ENSG00000117118.12	SDHB	protein_coding	chr1	-
ENSG00000117115.13	PADI2	protein_coding	chr1	-
ENSG00000204362.7	LINC02783	lncRNA	chr1	+
ENSG00000282843.1	ENSG00000282843	lncRNA	chr1	-
ENSG00000142623.11	PADI1	protein_coding	chr1	+
ENSG00000142619.4	PADI3	protein_coding	chr1	+
ENSG00000266634.1	MIR3972	miRNA	chr1	+
ENSG00000159339.13	PADI4	protein_coding	chr1	+
ENSG00000276747.1	PADI6	protein_coding	chr1	+
ENSG00000227751.1	RCC2-AS1	lncRNA	chr1	+
ENSG00000179051.14	RCC2	protein_coding	chr1	-
ENSG00000308620.1	ENSG00000308620	lncRNA	chr1	+
ENSG00000290096.2	ENSG00000290096	lncRNA	chr1	-
ENSG00000307703.1	ENSG00000307703	lncRNA	chr1	-
ENSG00000306620.1	ENSG00000306620	lncRNA	chr1	+
ENSG00000074964.17	ARHGEF10L	protein_coding	chr1	+
ENSG00000302710.1	ENSG00000302710	lncRNA	chr1	-
ENSG00000236648.2	LINC02810	lncRNA	chr1	+
ENSG00000117148.8	ACTL8	protein_coding	chr1	+
ENSG00000296176.1	ENSG00000296176	lncRNA	chr1	+
ENSG00000296161.1	ENSG00000296161	lncRNA	chr1	-
ENSG00000284653.1	ENSG00000284653	lncRNA	chr1	+
ENSG00000302372.1	ENSG00000302372	lncRNA	chr1	-
ENSG00000261781.1	LINC01654	lncRNA	chr1	+
ENSG00000117154.12	IGSF21	protein_coding	chr1	+
ENSG00000280222.1	ENSG00000280222	TEC	chr1	+
ENSG00000293810.1	ENSG00000293810	lncRNA	chr1	-
ENSG00000230035.3	IGSF21-AS1	lncRNA	chr1	-
ENSG00000293766.1	ENSG00000293766	lncRNA	chr1	+
ENSG00000225387.1	ENSG00000225387	lncRNA	chr1	+
ENSG00000294535.1	ENSG00000294535	lncRNA	chr1	+
ENSG00000179023.9	KLHDC7A	protein_coding	chr1	+
ENSG00000235282.3	DYNLL1P3	processed_pseudogene	chr1	+
ENSG00000225478.2	ENSG00000225478	processed_pseudogene	chr1	+
ENSG00000300147.1	ENSG00000300147	lncRNA	chr1	-
ENSG00000009709.13	PAX7	protein_coding	chr1	+
ENSG00000308985.1	ENSG00000308985	lncRNA	chr1	+
ENSG00000179002.6	TAS1R2	protein_coding	chr1	-
ENSG00000159423.17	ALDH4A1	protein_coding	chr1	-
ENSG00000265606.1	MIR4695	miRNA	chr1	-
ENSG00000221662.1	MIR1290	miRNA	chr1	-
ENSG00000310349.1	ENSG00000310349	lncRNA	chr1	+
ENSG00000169991.11	IFFO2	protein_coding	chr1	-
ENSG00000295712.1	ENSG00000295712	lncRNA	chr1	+
ENSG00000308389.1	ENSG00000308389	lncRNA	chr1	+
ENSG00000307102.1	ENSG00000307102	lncRNA	chr1	-
ENSG00000272084.1	ENSG00000272084	lncRNA	chr1	-
ENSG00000127481.15	UBR4	protein_coding	chr1	-
ENSG00000230424.4	EMC1-AS1	lncRNA	chr1	+
ENSG00000127463.16	EMC1	protein_coding	chr1	-
ENSG00000053372.5	MRTO4	protein_coding	chr1	+
ENSG00000286064.1	ENSG00000286064	unprocessed_pseudogene	chr1	-
ENSG00000211454.16	AKR7L	protein_coding	chr1	-
ENSG00000162482.5	AKR7A3	protein_coding	chr1	-
ENSG00000270728.1	ENSG00000270728	transcribed_processed_pseudogene	chr1	+
ENSG00000308073.1	ENSG00000308073	lncRNA	chr1	+
ENSG00000053371.14	AKR7A2	protein_coding	chr1	-
ENSG00000200403.1	RNU6-1099P	snRNA	chr1	-
ENSG00000040487.13	SLC66A1	protein_coding	chr1	+
ENSG00000077549.19	CAPZB	protein_coding	chr1	-
ENSG00000306364.1	ENSG00000306364	lncRNA	chr1	+
ENSG00000240490.3	RN7SL277P	misc_RNA	chr1	+
ENSG00000306329.1	ENSG00000306329	lncRNA	chr1	+
ENSG00000173436.15	MICOS10	protein_coding	chr1	+
ENSG00000306287.1	ENSG00000306287	lncRNA	chr1	-
ENSG00000201609.1	RNU4-28P	snRNA	chr1	+
ENSG00000235185.2	MICOS10-DT	lncRNA	chr1	-
ENSG00000158747.15	NBL1	protein_coding	chr1	+
ENSG00000270136.6	MICOS10-NBL1	protein_coding	chr1	+
ENSG00000226396.1	ENSG00000226396	processed_pseudogene	chr1	+
ENSG00000306350.1	ENSG00000306350	lncRNA	chr1	-
ENSG00000158748.4	HTR6	protein_coding	chr1	+
ENSG00000162542.14	TMCO4	protein_coding	chr1	-
ENSG00000178828.7	RNF186	protein_coding	chr1	-
ENSG00000235434.2	RNF186-AS1	lncRNA	chr1	+
ENSG00000169914.6	OTUD3	protein_coding	chr1	+
ENSG00000308515.1	ENSG00000308515	lncRNA	chr1	-
ENSG00000188784.4	PLA2G2E	protein_coding	chr1	-
ENSG00000242688.3	RN7SL304P	misc_RNA	chr1	+
ENSG00000188257.12	PLA2G2A	protein_coding	chr1	-
ENSG00000297402.1	ENSG00000297402	lncRNA	chr1	-
ENSG00000127472.11	PLA2G5	protein_coding	chr1	+
ENSG00000117215.15	PLA2G2D	protein_coding	chr1	-
ENSG00000307383.1	ENSG00000307383	lncRNA	chr1	+
ENSG00000158786.5	PLA2G2F	protein_coding	chr1	+
ENSG00000227066.3	ENSG00000227066	lncRNA	chr1	+
ENSG00000187980.7	PLA2G2C	protein_coding	chr1	-
ENSG00000162543.6	UBXN10	protein_coding	chr1	+
ENSG00000228105.3	LINC01757	lncRNA	chr1	+
ENSG00000284710.1	ENSG00000284710	lncRNA	chr1	+
ENSG00000158816.16	VWA5B1	protein_coding	chr1	+
ENSG00000226664.1	ENSG00000226664	lncRNA	chr1	-
ENSG00000304627.1	ENSG00000304627	lncRNA	chr1	-
ENSG00000236963.10	LINC01141	lncRNA	chr1	-
ENSG00000226487.1	ENSG00000226487	lncRNA	chr1	-
ENSG00000284641.1	ENSG00000284641	lncRNA	chr1	+
ENSG00000284743.2	ENSG00000284743	lncRNA	chr1	-
ENSG00000296909.1	ENSG00000296909	lncRNA	chr1	+
ENSG00000162545.6	CAMK2N1	protein_coding	chr1	-
ENSG00000289402.3	ENSG00000289402	lncRNA	chr1	-
ENSG00000090432.7	MUL1	protein_coding	chr1	-
ENSG00000215520.3	RPS4XP4	processed_pseudogene	chr1	+
ENSG00000183114.8	FAM43B	protein_coding	chr1	+
ENSG00000158825.6	CDA	protein_coding	chr1	+
ENSG00000158828.8	PINK1	protein_coding	chr1	+
ENSG00000284005.1	MIR6084	miRNA	chr1	+
ENSG00000117242.7	PINK1-AS	lncRNA	chr1	-
ENSG00000244038.11	DDOST	protein_coding	chr1	-
ENSG00000296887.1	ENSG00000296887	lncRNA	chr1	+
ENSG00000117245.13	KIF17	protein_coding	chr1	-
ENSG00000235432.1	ENSG00000235432	unprocessed_pseudogene	chr1	-
ENSG00000189410.12	SH2D5	protein_coding	chr1	-
ENSG00000298940.1	ENSG00000298940	lncRNA	chr1	+
ENSG00000233069.2	ENSG00000233069	lncRNA	chr1	+
ENSG00000127483.20	HP1BP3	protein_coding	chr1	-
ENSG00000075151.24	EIF4G3	protein_coding	chr1	-
ENSG00000251914.1	RNU7-200P	snRNA	chr1	+
ENSG00000221808.1	MIR1256	miRNA	chr1	-
ENSG00000233072.1	RPS15AP6	processed_pseudogene	chr1	-
ENSG00000236073.2	ENSG00000236073	processed_pseudogene	chr1	-
ENSG00000235112.1	HSPE1P27	processed_pseudogene	chr1	+
ENSG00000287192.1	ENSG00000287192	lncRNA	chr1	+
ENSG00000117298.16	ECE1	protein_coding	chr1	-
